gene_id,chromosome,gene_name,start,end,strand,n_transcripts,n_loci
LOC103106292,HiC_scaffold_2,LOC103106292,33378678,33462640,+,2,2
LOC103093979,HiC_scaffold_2,LOC103093979,33413352,33414140,+,1,1
LOC130457434,HiC_scaffold_2,LOC130457434,33424723,33425314,+,1,1
LOC103095432,HiC_scaffold_2,LOC103095432,33441150,33444582,-,3,1
LOC130453785,HiC_scaffold_2,LOC130453785,33442230,33442907,+,1,1
LOC100619659,HiC_scaffold_2,LOC100619659,33460931,33461646,+,1,1
LOC130457437,HiC_scaffold_2,LOC130457437,33486942,33487563,-,1,1
LOC100619305,HiC_scaffold_2,LOC100619305,33549933,33550624,-,1,1
LOC100618296,HiC_scaffold_2,LOC100618296,33556322,33556956,-,1,1
LOC100618249,HiC_scaffold_2,LOC100618249,33563347,33564040,-,1,1
LOC107651300,HiC_scaffold_2,LOC107651300,33567711,33568529,-,1,1
LOC100619438,HiC_scaffold_2,LOC100619438,33604897,33605231,-,1,1
LOC103092364,HiC_scaffold_2,LOC103092364,33622063,33622709,+,1,1
LOC100617584,HiC_scaffold_2,LOC100617584,33631703,33632341,+,1,1
LOC130457425,HiC_scaffold_2,LOC130457425,33640161,33640828,+,1,1
LOC100617109,HiC_scaffold_2,LOC100617109,33649830,33650478,+,1,1
LOC100617799,HiC_scaffold_2,LOC100617799,33678940,33679684,-,1,1
LOC100027562,HiC_scaffold_2,LOC100027562,33683286,33684004,-,1,1
LOC107650654,HiC_scaffold_2,LOC107650654,33687273,33687812,-,1,1
LOC100619633,HiC_scaffold_2,LOC100619633,33697449,33698107,+,1,1
LOC100619564,HiC_scaffold_2,LOC100619564,33718052,33718699,-,1,1
LOC100617452,HiC_scaffold_2,LOC100617452,33724906,33725489,-,1,1
LOC100617716,HiC_scaffold_2,LOC100617716,33731753,33732466,-,1,1
LOC100617538,HiC_scaffold_2,LOC100617538,33743984,33744726,-,1,1
LOC100619321,HiC_scaffold_2,LOC100619321,33774632,33792590,-,1,1
LOC103098718,HiC_scaffold_2,LOC103098718,33801924,33818744,-,1,1
LOC100027095,HiC_scaffold_2,LOC100027095,33839411,33876163,-,5,1
LOC100619242,HiC_scaffold_2,LOC100619242,33946656,33969991,-,4,1
LOC103096901,HiC_scaffold_2,LOC103096901,34004512,34008679,-,1,1
LOC100619211,HiC_scaffold_2,LOC100619211,34014714,34050781,-,3,1
LOC100026746,HiC_scaffold_2,LOC100026746,34071210,34084427,-,5,1
LOC130456443,HiC_scaffold_2,LOC130456443,34097125,34113749,-,2,1
LOC130456442,HiC_scaffold_2,LOC130456442,34120323,34122778,-,1,1
LOC100026636,HiC_scaffold_2,LOC100026636,34158754,34159632,-,1,1
LOC100026597,HiC_scaffold_2,LOC100026597,34172723,34192370,+,3,1
LOC130453747,HiC_scaffold_2,LOC130453747,34318987,34320085,-,1,1
PAX8,HiC_scaffold_2,PAX8,34385967,34421016,+,1,1
PSD4,HiC_scaffold_2,PSD4,34444846,34522408,-,4,1
IL1F10,HiC_scaffold_2,IL1F10,34595627,34611150,-,2,1
IL36RN,HiC_scaffold_2,IL36RN,34615796,34623503,-,1,1
LOC100026087,HiC_scaffold_2,LOC100026087,34661040,34687311,-,3,1
LOC100026065,HiC_scaffold_2,LOC100026065,34687406,34701047,-,2,1
LOC100026042,HiC_scaffold_2,LOC100026042,34712980,34726669,-,1,1
IL1B,HiC_scaffold_2,IL1B,34831423,34839301,+,2,1
IL1A,HiC_scaffold_2,IL1A,34936564,34950993,+,1,1
CKAP2L,HiC_scaffold_2,CKAP2L,34966881,34989328,+,1,1
NT5DC4,HiC_scaffold_2,NT5DC4,34999582,35020244,-,1,1
SLC20A1,HiC_scaffold_2,SLC20A1,35053556,35067194,-,4,1
LOC103105429,HiC_scaffold_2,LOC103105429,35067302,35079279,+,4,1
URGCP,HiC_scaffold_2,URGCP,35129598,35216591,-,5,1
UBE2D4,HiC_scaffold_2,UBE2D4,35216354,35256260,+,3,1
DBNL,HiC_scaffold_2,DBNL,35268623,35301463,+,1,1
PGAM2,HiC_scaffold_2,PGAM2,35302530,35310365,-,3,1
POLM,HiC_scaffold_2,POLM,35311812,35324165,-,4,1
LOC103103086,HiC_scaffold_2,LOC103103086,35324258,35355607,+,2,1
LOC103102436,HiC_scaffold_2,LOC103102436,35386039,35392388,-,5,1
LOC103102666,HiC_scaffold_2,LOC103102666,35387472,35397594,+,1,1
LOC103103210,HiC_scaffold_2,LOC103103210,35424300,35425757,-,1,1
LOC103103022,HiC_scaffold_2,LOC103103022,35432821,35436014,-,1,1
ADGRG5,HiC_scaffold_2,ADGRG5,35499591,35522838,+,2,1
ADGRG1,HiC_scaffold_2,ADGRG1,35555834,35639243,+,3,1
LOC130456417,HiC_scaffold_2,LOC130456417,35583456,35586352,-,1,1
LOC103101704,HiC_scaffold_2,LOC103101704,35595377,35606819,-,1,1
ADGRG3,HiC_scaffold_2,ADGRG3,35639419,35665690,+,1,1
DRC7,HiC_scaffold_2,DRC7,35673335,35711297,+,3,1
KATNB1,HiC_scaffold_2,KATNB1,35725172,35746647,+,6,1
KIFC3,HiC_scaffold_2,KIFC3,35749235,35839078,-,10,1
LOC130456415,HiC_scaffold_2,LOC130456415,35775188,35777981,+,1,1
LOC100025464,HiC_scaffold_2,LOC100025464,35876910,35918980,-,1,1
LOC130456412,HiC_scaffold_2,LOC130456412,35919062,35943316,-,1,1
LOC130456411,HiC_scaffold_2,LOC130456411,35953163,35954840,-,1,1
SPMIP8,HiC_scaffold_2,SPMIP8,35961117,35971340,+,3,1
ZNF319,HiC_scaffold_2,ZNF319,35984559,35990897,-,3,1
USB1,HiC_scaffold_2,USB1,35995597,36007356,+,4,1
MMP15,HiC_scaffold_2,MMP15,36031116,36044633,+,1,1
CFAP20,HiC_scaffold_2,CFAP20,36137417,36151524,-,1,1
CSNK2A2,HiC_scaffold_2,CSNK2A2,36168795,36210836,-,3,1
LOC130455567,HiC_scaffold_2,LOC130455567,36230967,36231225,-,1,1
CCDC113,HiC_scaffold_2,CCDC113,36298720,36310870,+,3,1
PRSS54,HiC_scaffold_2,PRSS54,36310840,36327064,-,1,1
LOC130456407,HiC_scaffold_2,LOC130456407,36327099,36345488,+,2,1
LOC130456405,HiC_scaffold_2,LOC130456405,36423885,36435791,-,2,1
NDRG4,HiC_scaffold_2,NDRG4,36509150,36586880,+,6,1
SETD6,HiC_scaffold_2,SETD6,36602030,36609287,+,1,1
CNOT1,HiC_scaffold_2,CNOT1,36608047,36704108,-,1,1
LOC130456737,HiC_scaffold_2,LOC130456737,36632197,36632337,-,1,1
LOC130456738,HiC_scaffold_2,LOC130456738,36645135,36645272,-,1,1
LOC103097697,HiC_scaffold_2,LOC103097697,36704180,36708595,+,1,1
LOC100024941,HiC_scaffold_2,LOC100024941,36724219,36739980,-,1,1
SLC38A7,HiC_scaffold_2,SLC38A7,36760178,36771461,-,1,1
LOC130456403,HiC_scaffold_2,LOC130456403,36770474,36771972,+,1,1
GOT2,HiC_scaffold_2,GOT2,36802478,36823734,-,1,1
CALB2,HiC_scaffold_2,CALB2,36831781,36863808,-,2,1
CMTR2,HiC_scaffold_2,CMTR2,36931300,36937175,+,1,1
HYDIN,HiC_scaffold_2,HYDIN,37004162,37432300,+,5,1
TRNAG-GCC_4,HiC_scaffold_2,TRNAG-GCC,37458794,37458864,-,1,1
TRNAG-GCC_3,HiC_scaffold_2,TRNAG-GCC,37459394,37459464,-,1,1
TRNAG-GCC_2,HiC_scaffold_2,TRNAG-GCC,37465250,37465320,+,1,1
TRNAG-GCC,HiC_scaffold_2,TRNAG-GCC,37465681,37465751,+,1,1
VAC14,HiC_scaffold_2,VAC14,37496790,37562782,+,1,1
LOC130458516,HiC_scaffold_2,LOC130458516,37561171,37562317,-,1,1
MTSS2,HiC_scaffold_2,MTSS2,37564054,37595893,+,8,1
IL34,HiC_scaffold_2,IL34,37597772,37667736,-,6,1
MSANTD5,HiC_scaffold_2,MSANTD5,37733924,37735354,-,1,1
ST3GAL2,HiC_scaffold_2,ST3GAL2,37750869,37795377,-,4,1
FCSK,HiC_scaffold_2,FCSK,37795030,37845951,+,6,1
COG4,HiC_scaffold_2,COG4,37846252,37885371,-,1,1
SF3B3,HiC_scaffold_2,SF3B3,37885784,37927056,+,1,1
LOC130456765,HiC_scaffold_2,LOC130456765,37888635,37888714,+,1,1
LOC130456766,HiC_scaffold_2,LOC130456766,37892350,37892435,+,1,1
DDX19B,HiC_scaffold_2,DDX19B,37928903,37934676,+,3,1
EXOSC6,HiC_scaffold_2,EXOSC6,37968546,37970068,+,1,1
LOC103101060,HiC_scaffold_2,LOC103101060,37970259,37987435,-,1,1
LOC100024120,HiC_scaffold_2,LOC100024120,37990516,38015141,-,1,1
LOC103100897,HiC_scaffold_2,LOC103100897,38015246,38026792,+,1,1
LOC103105650,HiC_scaffold_2,LOC103105650,38085815,38085945,+,1,1
GLG1,HiC_scaffold_2,GLG1,38088590,38188845,-,2,1
RFWD3,HiC_scaffold_2,RFWD3,38210110,38247386,-,3,1
FA2H,HiC_scaffold_2,FA2H,38265968,38343392,-,2,1
WDR59,HiC_scaffold_2,WDR59,38398291,38456786,-,3,1
LOC100023625,HiC_scaffold_2,LOC100023625,38469870,38473830,+,1,1
LDHD,HiC_scaffold_2,LDHD,38477003,38486512,+,2,1
ZNRF1,HiC_scaffold_2,ZNRF1,38494484,38576286,-,4,1
BCAR1,HiC_scaffold_2,BCAR1,38746259,38858276,-,6,1
LOC130456383,HiC_scaffold_2,LOC130456383,38775861,38787421,+,1,1
CFDP1,HiC_scaffold_2,CFDP1,38907910,39051784,-,2,1
TMEM170A,HiC_scaffold_2,TMEM170A,39064779,39082687,-,4,1
LOC100029207,HiC_scaffold_2,LOC100029207,39097938,39113976,-,2,1
TMEM231,HiC_scaffold_2,TMEM231,39114110,39138940,-,3,1
GABARAPL2,HiC_scaffold_2,GABARAPL2,39168969,39181226,+,1,1
ADAT1,HiC_scaffold_2,ADAT1,39187120,39204456,-,6,1
KARS1,HiC_scaffold_2,KARS1,39206175,39227842,-,1,1
LOC100029060,HiC_scaffold_2,LOC100029060,39274248,39305333,+,2,1
LOC100029003,HiC_scaffold_2,LOC100029003,39315609,39348930,-,4,2
TERF2IP,HiC_scaffold_2,TERF2IP,39348934,39356265,+,1,1
CHST4,HiC_scaffold_2,CHST4,39370551,39381957,+,2,1
TAT,HiC_scaffold_2,TAT,39442161,39455272,-,1,1
MARVELD3,HiC_scaffold_2,MARVELD3,39498168,39523093,+,2,1
PHLPP2,HiC_scaffold_2,PHLPP2,39523182,39616242,-,4,1
AP1G1,HiC_scaffold_2,AP1G1,39621814,39663090,-,3,1
LOC130456750,HiC_scaffold_2,LOC130456750,39642046,39642131,-,1,1
ATXN1L,HiC_scaffold_2,ATXN1L,39741799,39854503,+,4,1
ZNF821,HiC_scaffold_2,ZNF821,39754434,39770594,-,5,1
IST1,HiC_scaffold_2,IST1,39779450,39805352,+,3,1
LOC103097933,HiC_scaffold_2,LOC103097933,39785627,39793137,-,1,1
PKD1L3,HiC_scaffold_2,PKD1L3,39804081,39836212,-,14,1
LOC103098499,HiC_scaffold_2,LOC103098499,39860493,39869921,+,1,1
DHODH,HiC_scaffold_2,DHODH,39900671,39919687,+,2,1
TXNL4B,HiC_scaffold_2,TXNL4B,39930465,39935179,-,4,1
DHX38,HiC_scaffold_2,DHX38,39935317,39958962,+,4,1
PMFBP1,HiC_scaffold_2,PMFBP1,39961747,40279818,-,50,1
LOC130458477,HiC_scaffold_2,LOC130458477,40211909,40225199,+,1,1
LOC130458475,HiC_scaffold_2,LOC130458475,40279503,40304822,+,1,1
LOC103096853,HiC_scaffold_2,LOC103096853,40386080,40650600,-,1,1
LOC130456376,HiC_scaffold_2,LOC130456376,40778235,40793455,+,1,1
ZFHX3,HiC_scaffold_2,ZFHX3,40923267,41246656,-,4,1
LOC103095779,HiC_scaffold_2,LOC103095779,41030218,41039984,+,1,1
LOC103095428,HiC_scaffold_2,LOC103095428,41455198,41479869,-,1,1
LOC103094758,HiC_scaffold_2,LOC103094758,42223690,42234515,+,1,1
LOC103094631,HiC_scaffold_2,LOC103094631,42545245,42552916,+,2,1
LOC130456375,HiC_scaffold_2,LOC130456375,42572499,42582096,+,1,1
WWP2,HiC_scaffold_2,WWP2,42606703,42636599,+,3,1
MIR140,HiC_scaffold_2,MIR140,42623311,42623380,+,1,1
MIR7249,HiC_scaffold_2,MIR7249,42678075,42678130,-,1,1
LOC100028075,HiC_scaffold_2,LOC100028075,42807151,42820699,+,1,1
NFAT5,HiC_scaffold_2,NFAT5,42843076,43069074,+,16,1
NQO1,HiC_scaffold_2,NQO1,43084245,43107384,-,1,1
TERF2,HiC_scaffold_2,TERF2,43199648,43222506,+,3,1
TMED6,HiC_scaffold_2,TMED6,43222605,43238918,+,1,1
NIP7,HiC_scaffold_2,NIP7,43239563,43242973,-,1,1
COG8,HiC_scaffold_2,COG8,43243040,43259796,+,2,1
VPS4A,HiC_scaffold_2,VPS4A,43264968,43272578,-,4,1
SNTB2,HiC_scaffold_2,SNTB2,43273997,43389412,-,1,1
UTP4,HiC_scaffold_2,UTP4,43400168,43432052,-,1,1
CHTF8,HiC_scaffold_2,CHTF8,43431928,43442521,+,1,1
DERPC,HiC_scaffold_2,DERPC,43439716,43442521,+,1,1
HAS3,HiC_scaffold_2,HAS3,43442956,43456192,-,1,1
TANGO6,HiC_scaffold_2,TANGO6,43467196,43644029,-,6,1
CDH1,HiC_scaffold_2,CDH1,43654336,43715977,-,2,1
LOC107650624,HiC_scaffold_2,LOC107650624,43718106,43720131,-,1,1
CDH3,HiC_scaffold_2,CDH3,43753652,43801497,-,1,1
LOC100027752,HiC_scaffold_2,LOC100027752,43829541,43832563,+,2,1
GAS8,HiC_scaffold_2,GAS8,43830322,43862004,-,5,1
LOC103101233,HiC_scaffold_2,LOC103101233,43861979,43862415,+,3,1
TUBB3,HiC_scaffold_2,TUBB3,43904668,43916741,-,2,1
MC1R,HiC_scaffold_2,MC1R,43922426,43923549,-,1,1
TCF25,HiC_scaffold_2,TCF25,43932014,43984022,-,5,1
LOC130456344,HiC_scaffold_2,LOC130456344,43986171,43998468,+,1,1
SPIRE2,HiC_scaffold_2,SPIRE2,43997808,44061893,-,1,1
FANCA,HiC_scaffold_2,FANCA,44086680,44182635,+,2,1
ZNF276,HiC_scaffold_2,ZNF276,44181047,44196298,-,1,1
LOC107651275,HiC_scaffold_2,LOC107651275,44196203,44196671,+,1,1
VPS9D1,HiC_scaffold_2,VPS9D1,44199098,44221132,+,2,1
LOC103098556,HiC_scaffold_2,LOC103098556,44220981,44229375,-,2,1
LOC100618057,HiC_scaffold_2,LOC100618057,44232309,44238911,-,2,1
SPATA2L,HiC_scaffold_2,SPATA2L,44241304,44245019,+,1,1
LOC107651274,HiC_scaffold_2,LOC107651274,44244561,44245164,-,1,1
CDK10,HiC_scaffold_2,CDK10,44248254,44263483,-,2,1
LOC103104608,HiC_scaffold_2,LOC103104608,44271976,44272232,-,2,1
SPATA33,HiC_scaffold_2,SPATA33,44279544,44308695,-,3,1
CHMP1A,HiC_scaffold_2,CHMP1A,44311881,44332415,+,1,1
DPEP1,HiC_scaffold_2,DPEP1,44338002,44373773,-,3,1
CPNE7,HiC_scaffold_2,CPNE7,44555180,44596691,-,1,1
LOC107650619,HiC_scaffold_2,LOC107650619,44564082,44578439,+,3,1
RPL13,HiC_scaffold_2,RPL13,44631461,44638061,-,1,1
LOC130456728,HiC_scaffold_2,LOC130456728,44633683,44633775,-,1,1
LOC130456727,HiC_scaffold_2,LOC130456727,44634118,44634207,-,1,1
SPG7,HiC_scaffold_2,SPG7,44644212,44737066,-,2,1
ANKRD11,HiC_scaffold_2,ANKRD11,44741554,44965321,-,4,1
LOC130456334,HiC_scaffold_2,LOC130456334,44842001,44846473,+,1,1
LOC130456331,HiC_scaffold_2,LOC130456331,45074312,45078563,-,1,1
SLC22A31,HiC_scaffold_2,SLC22A31,45090997,45105408,+,3,1
CDH15,HiC_scaffold_2,CDH15,45103159,45136686,-,3,1
ACSF3,HiC_scaffold_2,ACSF3,45204345,45404834,-,3,1
LOC130456326,HiC_scaffold_2,LOC130456326,45534369,45535270,+,1,1
LOC103092684,HiC_scaffold_2,LOC103092684,45562459,45565290,-,1,1
CBFA2T3,HiC_scaffold_2,CBFA2T3,45736182,45860651,+,4,1
PABPN1L,HiC_scaffold_2,PABPN1L,45868320,45874163,+,2,1
TRAPPC2L,HiC_scaffold_2,TRAPPC2L,45882378,45888770,-,1,1
GALNS,HiC_scaffold_2,GALNS,45888906,45957278,+,6,1
APRT,HiC_scaffold_2,APRT,45966730,45969958,+,2,1
CDT1,HiC_scaffold_2,CDT1,45968867,45974110,-,1,1
PIEZO1,HiC_scaffold_2,PIEZO1,46138666,46206897,+,2,1
CTU2,HiC_scaffold_2,CTU2,46206829,46230267,-,1,1
RNF166,HiC_scaffold_2,RNF166,46230344,46254590,+,3,1
SNAI3,HiC_scaffold_2,SNAI3,46283698,46293798,+,1,1
MVD,HiC_scaffold_2,MVD,46340582,46358323,+,2,1
LOC100026086,HiC_scaffold_2,LOC100026086,46362050,46369494,+,1,1
IL17C,HiC_scaffold_2,IL17C,46376944,46380174,-,1,1
ZC3H18,HiC_scaffold_2,ZC3H18,46400781,46489236,-,16,1
LOC103103083,HiC_scaffold_2,LOC103103083,46524627,46528137,-,1,1
ZFPM1,HiC_scaffold_2,ZFPM1,46638146,46863144,-,1,1
ZNF469,HiC_scaffold_2,ZNF469,46907361,46945578,-,1,1
LOC130456311,HiC_scaffold_2,LOC130456311,47212723,47238064,-,1,1
BANP,HiC_scaffold_2,BANP,47688516,47907688,-,16,1
CA5A,HiC_scaffold_2,CA5A,47944485,48005053,+,3,1
SLC7A5,HiC_scaffold_2,SLC7A5,48039574,48088499,+,1,1
KLHDC4,HiC_scaffold_2,KLHDC4,48176279,48264478,+,4,1
JPH3,HiC_scaffold_2,JPH3,48272650,48462241,-,1,1
ZCCHC14,HiC_scaffold_2,ZCCHC14,48639417,48708311,+,2,1
LOC100021154,HiC_scaffold_2,LOC100021154,48655074,48655378,-,1,1
MAP1LC3B,HiC_scaffold_2,MAP1LC3B,48709852,48719847,-,1,1
FBXO31,HiC_scaffold_2,FBXO31,48776533,48813381,+,6,1
C1H16orf95,HiC_scaffold_2,C1H16orf95,48833805,48867558,+,4,1
LOC130456294,HiC_scaffold_2,LOC130456294,49188664,49212353,+,2,1
LOC107650609,HiC_scaffold_2,LOC107650609,49285231,49308543,-,1,1
FOXL1,HiC_scaffold_2,FOXL1,49829081,49831589,-,1,1
FOXC2,HiC_scaffold_2,FOXC2,49841750,49844737,-,1,1
MTHFSD,HiC_scaffold_2,MTHFSD,49855874,49919535,+,5,1
FOXF1,HiC_scaffold_2,FOXF1,49945713,49950641,-,1,1
IRF8,HiC_scaffold_2,IRF8,50842985,50886731,-,1,1
LOC100018068,HiC_scaffold_2,LOC100018068,50958579,50969499,+,4,1
GINS2,HiC_scaffold_2,GINS2,51115595,51122346,+,1,1
GSE1,HiC_scaffold_2,GSE1,51123849,51909542,-,7,1
LOC107650600,HiC_scaffold_2,LOC107650600,51212015,51215802,+,1,1
LOC103093262,HiC_scaffold_2,LOC103093262,51590232,51603470,+,2,1
LOC130458410,HiC_scaffold_2,LOC130458410,51781880,51784351,+,1,1
CIBAR2,HiC_scaffold_2,CIBAR2,52067764,52143081,+,1,1
KIAA0513,HiC_scaffold_2,KIAA0513,52143101,52185040,-,3,1
ZDHHC7,HiC_scaffold_2,ZDHHC7,52204467,52246560,+,1,1
LOC100023660,HiC_scaffold_2,LOC100023660,52252954,52315259,-,3,1
LOC103092427,HiC_scaffold_2,LOC103092427,52314825,52368055,+,1,1
CRISPLD2,HiC_scaffold_2,CRISPLD2,52440326,52526684,-,1,1
USP10,HiC_scaffold_2,USP10,52594783,52651113,-,4,1
KLHL36,HiC_scaffold_2,KLHL36,52684355,52779255,-,2,1
COTL1,HiC_scaffold_2,COTL1,52773562,52837380,+,2,1
LOC103105709,HiC_scaffold_2,LOC103105709,52848524,52850801,+,1,1
LOC103105595,HiC_scaffold_2,LOC103105595,52872288,52872684,-,1,1
MEAK7,HiC_scaffold_2,MEAK7,52888176,52945833,+,9,1
ATP2C2,HiC_scaffold_2,ATP2C2,52931776,53037081,-,1,1
WFDC1,HiC_scaffold_2,WFDC1,53076544,53141661,-,3,1
KCNG4,HiC_scaffold_2,KCNG4,53254973,53294713,+,1,1
ADAD2,HiC_scaffold_2,ADAD2,53311587,53319747,-,5,1
TAF1C,HiC_scaffold_2,TAF1C,53328409,53339608,+,2,1
DNAAF1,HiC_scaffold_2,DNAAF1,53345151,53379703,-,3,1
HSDL1,HiC_scaffold_2,HSDL1,53379619,53403643,+,3,1
MBTPS1,HiC_scaffold_2,MBTPS1,53407140,53470526,+,4,1
SLC38A8,HiC_scaffold_2,SLC38A8,53472369,53513645,+,1,1
NECAB2,HiC_scaffold_2,NECAB2,53514103,53560111,-,3,1
LOC103103208,HiC_scaffold_2,LOC103103208,53550826,53562508,+,1,1
OSGIN1,HiC_scaffold_2,OSGIN1,53563066,53619343,-,8,1
SMPD3,HiC_scaffold_2,SMPD3,53892799,54180344,+,4,1
PRMT7,HiC_scaffold_2,PRMT7,54185966,54256984,-,4,1
SLC7A6OS,HiC_scaffold_2,SLC7A6OS,54257079,54264468,+,1,1
SLC7A6,HiC_scaffold_2,SLC7A6,54271356,54296769,-,1,1
LOC103100206,HiC_scaffold_2,LOC103100206,54340733,54347261,-,1,1
PLA2G15,HiC_scaffold_2,PLA2G15,54357605,54372853,-,2,1
LOC100022340,HiC_scaffold_2,LOC100022340,54466192,54470040,+,1,1
ESRP2,HiC_scaffold_2,ESRP2,54507897,54518011,+,4,1
NFATC3,HiC_scaffold_2,NFATC3,54519004,54687575,-,5,1
DUS2,HiC_scaffold_2,DUS2,54715020,54773647,-,8,1
DDX28,HiC_scaffold_2,DDX28,54773657,54775484,+,1,1
DPEP2NB,HiC_scaffold_2,DPEP2NB,54785215,54792187,+,1,1
LOC100021798,HiC_scaffold_2,LOC100021798,54809524,54826912,+,5,1
SLC12A4,HiC_scaffold_2,SLC12A4,54852542,54900406,+,3,1
LOC130456198,HiC_scaffold_2,LOC130456198,54858014,54865946,-,1,1
LCAT,HiC_scaffold_2,LCAT,54902318,54906248,+,1,1
PSMB10,HiC_scaffold_2,PSMB10,54910888,54915967,+,1,1
CTRL,HiC_scaffold_2,CTRL,54934116,54937961,+,1,1
NRN1L,HiC_scaffold_2,NRN1L,55003347,55007724,-,1,1
EDC4,HiC_scaffold_2,EDC4,55008570,55027427,-,12,1
THAP11,HiC_scaffold_2,THAP11,55048197,55050175,-,1,1
TSNAXIP1,HiC_scaffold_2,TSNAXIP1,55081833,55090439,+,3,1
CENPT,HiC_scaffold_2,CENPT,55090561,55099600,-,1,1
RANBP10,HiC_scaffold_2,RANBP10,55124720,55239429,+,8,1
LOC103092791,HiC_scaffold_2,LOC103092791,55130746,55146886,-,3,1
GFOD2,HiC_scaffold_2,GFOD2,55249626,55331661,+,10,1
C1H16orf86,HiC_scaffold_2,C1H16orf86,55341433,55343994,-,1,1
ENKD1,HiC_scaffold_2,ENKD1,55349727,55357820,+,3,1
PARD6A,HiC_scaffold_2,PARD6A,55358362,55361257,-,4,1
ACD,HiC_scaffold_2,ACD,55360479,55369924,+,6,1
CARMIL2,HiC_scaffold_2,CARMIL2,55370013,55390579,-,1,1
CTCF,HiC_scaffold_2,CTCF,55404370,55455066,-,3,1
RIPOR1,HiC_scaffold_2,RIPOR1,55494626,55518691,-,4,1
LOC103103929,HiC_scaffold_2,LOC103103929,55500435,55503465,+,1,1
LOC103103279,HiC_scaffold_2,LOC103103279,55576577,55577425,-,1,2
AGRP,HiC_scaffold_2,AGRP,55755760,55757956,+,1,1
HSD11B2,HiC_scaffold_2,HSD11B2,55855861,55868277,+,1,1
ATP6V0D1,HiC_scaffold_2,ATP6V0D1,55869115,55887152,-,1,1
ZDHHC1,HiC_scaffold_2,ZDHHC1,55924796,55960473,+,5,1
TPPP3,HiC_scaffold_2,TPPP3,55960738,55967764,+,3,1
LRRC36,HiC_scaffold_2,LRRC36,55983339,56045414,-,10,1
KCTD19,HiC_scaffold_2,KCTD19,56029784,56068725,+,2,1
PLEKHG4,HiC_scaffold_2,PLEKHG4,56068687,56086125,-,1,1
SLC9A5,HiC_scaffold_2,SLC9A5,56092856,56133998,-,4,1
FHOD1,HiC_scaffold_2,FHOD1,56134293,56167599,+,2,1
TMEM208,HiC_scaffold_2,TMEM208,56167707,56172837,-,2,1
LOC100020092,HiC_scaffold_2,LOC100020092,56172850,56191903,+,3,1
ELMO3,HiC_scaffold_2,ELMO3,56191889,56199764,-,2,1
E2F4,HiC_scaffold_2,E2F4,56199838,56210620,-,2,1
EXOC3L1,HiC_scaffold_2,EXOC3L1,56212532,56223024,+,2,1
MATCAP1,HiC_scaffold_2,MATCAP1,56221957,56236800,+,6,1
NOL3,HiC_scaffold_2,NOL3,56248249,56255512,-,4,1
HSF4,HiC_scaffold_2,HSF4,56274962,56285616,-,3,1
FBXL8,HiC_scaffold_2,FBXL8,56287143,56296817,-,9,1
LOC130455202,HiC_scaffold_2,LOC130455202,56289589,56292287,+,1,1
TRADD,HiC_scaffold_2,TRADD,56296262,56308324,+,3,1
B3GNT9,HiC_scaffold_2,B3GNT9,56310991,56315908,+,3,1
PHAF1,HiC_scaffold_2,PHAF1,56315390,56384609,-,1,1
LOC130455130,HiC_scaffold_2,LOC130455130,56384712,56392833,+,1,1
CBFB,HiC_scaffold_2,CBFB,56407937,56502649,-,8,1
CES4A,HiC_scaffold_2,CES4A,56536909,56578256,-,1,1
LOC103092237,HiC_scaffold_2,LOC103092237,56597748,56603330,-,1,1
LOC100019607,HiC_scaffold_2,LOC100019607,56618217,56747794,-,7,1
LOC130455035,HiC_scaffold_2,LOC130455035,56676671,56676857,+,1,1
CES2.2,HiC_scaffold_2,CES2.2,56747931,56775901,-,2,1
CES2.3,HiC_scaffold_2,CES2.3,56791737,56818032,-,2,1
CES2.1,HiC_scaffold_2,CES2.1,56846305,56870892,-,2,1
CIAO2B,HiC_scaffold_2,CIAO2B,56889779,56895544,+,2,1
RRAD,HiC_scaffold_2,RRAD,56915576,56927707,+,1,1
CDH16,HiC_scaffold_2,CDH16,56936687,56986387,+,1,1
PDP2,HiC_scaffold_2,PDP2,57029923,57038339,-,4,1
CA7,HiC_scaffold_2,CA7,57081258,57103233,-,2,1
NAE1,HiC_scaffold_2,NAE1,57127916,57163920,+,1,1
TERB1,HiC_scaffold_2,TERB1,57167228,57187196,+,10,1
DYNC1LI2,HiC_scaffold_2,DYNC1LI2,57190110,57237877,+,1,1
LOC103104676,HiC_scaffold_2,LOC103104676,57192190,57205793,-,1,1
CMTM4,HiC_scaffold_2,CMTM4,57282392,57356811,+,1,1
CMTM3,HiC_scaffold_2,CMTM3,57358202,57387880,-,1,1
LOC103103278,HiC_scaffold_2,LOC103103278,57397048,57438579,-,2,1
TK2,HiC_scaffold_2,TK2,57435305,57512048,+,4,1
LOC100018815,HiC_scaffold_2,LOC100018815,57446932,57464346,-,1,1
LOC103102895,HiC_scaffold_2,LOC103102895,57512029,57525780,-,1,1
LOC130454630,HiC_scaffold_2,LOC130454630,57536108,57549837,+,1,1
BEAN1,HiC_scaffold_2,BEAN1,57560788,57634955,-,2,1
CDH5,HiC_scaffold_2,CDH5,57667822,57718730,-,2,1
LOC103101356,HiC_scaffold_2,LOC103101356,58281283,58293143,+,1,1
LOC107650573,HiC_scaffold_2,LOC107650573,58331103,58380755,-,1,1
LOC130454594,HiC_scaffold_2,LOC130454594,58470602,58486165,-,1,1
